date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vnq.us,w_vt.us,w_vwo.us,w_xle.us,w_xlk.us
2007-05-01,-0.005005235404103951,-0.00700523540410395,0.49999999999999994,5,True,0.0019999999999999996,,,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0
2007-06-01,0.011390334612686962,0.009657001279353629,0.4333333333333333,7,True,0.0017333333333333333,1.0063803074777904,-1.04361241423101e-05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
2007-07-01,-0.004723709738973112,-0.005257043072306446,0.13333333333333333,5,True,0.0005333333333333333,0.9923870230829293,-0.01708374631950693,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333326,0.4,0.0,0.0,0.0,0.0,0.033333333333333326,0.033333333333333326,0.0
2007-08-01,0.023286770705615564,0.022886770705615563,0.1,4,True,0.0004,0.9967245406454583,-0.012787623522989677,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0
2007-09-01,0.017033001648711632,0.015833001648711632,0.3,5,True,0.0012,1.0101538272138306,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0
2007-10-01,0.009730021187922554,0.008530021187922555,0.3,4,True,0.0012,1.034474888212912,0.0,0.5,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0
2007-11-01,0.003976844544656484,0.0031768445446564843,0.2,5,True,0.0008,1.045777265943463,-0.008577255504268466,0.5,0.13333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0
2007-12-01,0.00987328917198694,0.008806622505320274,0.26666666666666666,5,True,0.0010666666666666665,1.0417746078487382,-0.013676663529720745,0.5,0.06666666666666667,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0
2008-01-01,0.00605777262098531,0.005791105954318644,0.06666666666666667,2,True,0.0002666666666666666,1.0407730314708283,-0.017474345718025197,0.5,0.06666666666666667,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0
2008-02-01,0.024696822934231144,0.023896822934231145,0.19999999999999998,4,True,0.0007999999999999999,1.0504529359991512,-0.008336181831671508,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
