date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vnq.us,w_vt.us,w_vwo.us,w_xle.us,w_xlk.us
2007-05-01,-0.0043743473325043025,-0.0063743473325043026,0.49999999999999994,5,True,0.0019999999999999996,,,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0
2007-06-01,0.011268421680430511,0.009535088347097178,0.4333333333333333,7,True,0.0017333333333333333,1.0103670690109956,-1.887420256752037e-06,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
2007-07-01,-0.0015861847556655488,-0.002119518088998882,0.13333333333333333,5,True,0.0005333333333333333,0.9938344901350247,-0.019550441502548477,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333326,0.4,0.0,0.0,0.0,0.0,0.033333333333333326,0.033333333333333326,0.0
2007-08-01,0.019028999845455866,0.018628999845455865,0.1,4,True,0.0004,0.997327383060084,-0.016104590749484005,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0
2007-09-01,0.01835627700183191,0.01715627700183191,0.3,5,True,0.0012,1.0063049842497698,-0.0072478996100994175,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0
2007-10-01,-0.007687814609466902,-0.008887814609466901,0.3,4,True,0.0012,1.0286303797083973,0.0,0.5,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.0
2007-11-01,0.03075142734109563,0.02995142734109563,0.2,5,True,0.0008,1.038270578793699,-0.008422756098433348,0.5,0.13333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0
2007-12-01,0.01214991683017725,0.011083250163510583,0.26666666666666666,5,True,0.0010666666666666665,1.0386512146525577,-0.009362097881122189,0.5,0.06666666666666667,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0
2008-01-01,0.005850437943892369,0.005583771277225702,0.06666666666666667,2,True,0.0002666666666666666,1.0508245312972233,-0.009997057285716204,0.5,0.06666666666666667,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0
2008-02-01,0.016869143496250794,0.016069143496250795,0.19999999999999998,4,True,0.0007999999999999999,1.058757225887663,-0.002523506036875456,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,-0.006046517757200522,-0.0064465177572005225,0.09999999999999998,4,True,0.0003999999999999999,1.0781272320929627,0.0,0.5,0.033333333333333326,0.033333333333333326,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333333333326,0.0
2008-04-01,-0.0022229471627092656,-0.0026229471627092654,0.09999999999999998,4,True,0.0003999999999999999,1.0765085580052427,-0.011587989888637518,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0008642285307506473,6.422853075064726e-05,0.2,4,True,0.0008,1.075931689369342,-0.012117650227833843,0.5,0.06666666666666667,0.06666666666666667,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
2008-06-01,-0.004973027851038709,-0.006573027851038709,0.4,5,True,0.0016,1.0655787751734265,-0.02162332917000298,0.5,0.033333333333333326,0.033333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.033333333333333326,0.0
